Campus,Course ID,CRN,Section,Title,Link,Schedule Type,Start Date,Meeting Days,Meeting Time,Building,Room,Primary Instructor Last Name,Cap
Main,MATH1700,43477,108,Calculus I, Sci & Eng HC,Lecture,8/29/18,MTRF,13:00 - 13:50,Rood Hall,3391,Hodge,25
Main,MATH1710,41933,110,Calculus II, Sci & Engineering,Lecture,8/29/18,MTRF,12:00 - 12:50,Rood Hall,3393,Briggs,40
Main,MATH2000,40449,500,Calculus With Applic,L1,Lecture,8/29/18,TR,08:00 - 09:15,Rood Hall,1104,Briggs,180
Main,MATH2000,42061,545,Calculus With Applic,B1,Lab or Discussion,8/29/18,W,10:00 - 10:50,Rood Hall,3309,Wyatt,30
Main,MATH2000,40451,550,Calculus With Applic,B1,Lab or Discussion,8/29/18,W,11:00 - 11:50,Rood Hall,3309,Lietzau,30
Main,MATH2000,40452,555,Calculus With Applic,B1,Lab or Discussion,8/29/18,W,12:00 - 12:50,Rood Hall,3309,Lietzau,30
Main,MATH2000,40453,560,Calculus With Applic,B1,Lab or Discussion,8/29/18,W,13:00 - 13:50,Rood Hall,3309,Wyatt,30
Main,MATH2000,40455,565,Calculus With Applic,B1,Lab or Discussion,8/29/18,W,14:00 - 14:50,Rood Hall,3309,Wyatt,30
Main,MATH2000,42181,575,Calculus With Applic,B1,Lab or Discussion,8/29/18,W,15:00 - 15:50,Rood Hall,3309,Lietzau,30
Main,MATH2300,40456,100,Elem Linear Algebra,,Lecture,8/29/18,MTRF,11:00 - 11:50,Rood Hall,3393,Richter,40
Main,MATH2650,42921,100,Prob&stat Elem/Mid Sch Tchr,,Lecture,8/29/18,MW,10:00 - 11:40,Rood Hall,2275,Kim,30
Main,MATH2650,44352,120,Prob&stat Elem/Mid Sch Tchr,,Lecture,8/29/18,TR,14:00 - 15:40,Sangren Hall,1310,Browning,30
Main,MATH2720,42626,107,Multivariate Calc/Matrices,,Lecture,8/29/18,MTRF,10:00 - 10:50,Rood Hall,3309,Ealy,42
Main,MATH2720,44674,109,Multivariate Calc/Matrices,,Lecture,8/29/18,MTRF,10:00 - 10:50,Rood Hall,3395,Freudenburg,35
Main,MATH2720,41423,110,Multivariate Calc/Matrices,,Lecture,8/29/18,MTRF,12:00 - 12:50,Rood Hall,3309,Freudenburg,40
Main,MATH2720,42627,115,Multivariate Calc/Matrices,,Lecture,8/29/18,MTRF,14:00 - 14:50,Rood Hall,3393,Mackey,40
Main,MATH2720,41426,125,Multivariate Calc/Matrices,,Lecture,8/29/18,MW,16:00 - 17:40,Rood Hall,3309,Wood,40
Main,MATH3140,42208,110,Mathematical Proofs,,Lecture,8/29/18,MWF,11:00 - 11:50,Rood Hall,3395,Zhang,24
Main,MATH3300,40457,100,Modern Algebra I,,Lecture,8/29/18,MTRF,11:00 - 11:50,Sangren Hall,3510,Abdelghany,25
Main,MATH3400,42270,100,Fund Concepts Geom,,Lecture,8/29/18,TR,12:30 - 13:45,Sangren Hall,3310,Mingus,20
Main,MATH3500,40443,100,Tching Mid Sch Math,,Lecture,8/29/18,TR,09:00 - 10:40,Sangren Hall,1310,Levin,15
Main,MATH3520,42160,105,Teaching Elem School Math,,Lecture,8/29/18,TR,09:30 - 10:45,Rood Hall,2209,Kline,17
Main,MATH3520,42271,115,Teaching Elem School Math,,Lecture,8/29/18,TR,12:30 - 13:45,Rood Hall,2209,Kline,17
Main,MATH3520,44803,120,Teaching Elem School Math,,Lecture,8/29/18,MW,14:00 - 15:15,Rood Hall,2209,Kim,16
Main,MATH3740,41432,102,Differential Eqns/Linear Alg,,Lecture,8/29/18,MTRF,09:00 - 09:50,Rood Hall,3391,Hodge,35
Main,MATH3740,41435,105,Differential Eqns/Linear Alg,,Lecture,8/29/18,MTRF,13:00 - 13:50,Rood Hall,3393,Martino,40
Main,MATH3740,42628,110,Differential Eqns/Linear Alg,,Lecture,8/29/18,MTRF,14:00 - 14:50,Rood Hall,3395,Paul,35
Main,MATH3740,42468,125,Differential Eqns/Linear Alg,,Lecture,8/29/18,MTRF,15:00 - 15:50,Rood Hall,3391,Pence,35
Main,MATH4020,45733,100,Math Modeling,,Lecture,8/29/18,MWF,10:00 - 10:50,Sangren Hall,3510,Koelling,25
Main,MATH4400,40458,100,Graphs & Math Models,,Lecture,8/29/18,MWF,12:00 - 12:50,Rood Hall,3395,Bennett,25
Main,MATH4500,45830,100,Tching Secondary School Math,,Lecture,8/29/18,TR,11:00 - 12:15,Rood Hall,2209,Davis,20
Main,MATH5070,40459,100,Numerical Analysis I,,Lecture,8/29/18,MWF,11:00 - 11:50,Rood Hall,3307,Treiman,25
Main,MATH5100,41438,100,Applied Matrix Algebra,,Lecture,8/29/18,MW,15:30 - 16:45,Rood Hall,3307,Paul,20
Main,MATH5300,42031,100,Linear Algebra,,Lecture,8/29/18,MW,15:30 - 16:45,Rood Hall,3307,Paul,20
Main,MATH5501,45829,100,Tchg of Middle School Math,,Lecture,8/29/18,TR,09:00 - 10:40,Sangren Hall,1310,Levin,20
Main,MATH5531,45831,100,Num Sys & Prop Reason MG Tchrs,,Lecture,8/29/18,MW,10:00 - 11:40,Rood Hall,2209,Lo,20
Main,MATH5550,45832,100,Concepts of Calc for MG Tchrs,,Lecture,8/29/18,MW,16:00 - 17:40,Rood Hall,2209,Browning,20
Main,MATH5700,42032,100,Advanced Calculus I,,Lecture,8/29/18,MTRF,08:00 - 08:50,Rood Hall,3307,Treiman,25
Main,MATH5720,40471,100,Vector Calc & Complx Variables,,Lecture,8/29/18,MTRF,13:00 - 13:50,Rood Hall,3307,Mackey,20
Main,MATH5990,41936,100,Indp Study In Math,,Independent Study,8/29/18,,,,,,1
Main,MATH5990,41937,105,Indp Study In Math,,Independent Study,8/29/18,,,,,,2
Main,MATH5990,43173,110,Indp Study In Math,,Independent Study,8/29/18,,,,,,2
Main,MATH5990,43174,115,Indp Study In Math,,Independent Study,8/29/18,,,,,,2
Main,MATH6250,45741,100,Differential Topology,,Lecture,8/29/18,MW,12:00 - 13:15,Rood Hall,2275,Wood,25
Main,MATH6300,45740,100,Abstract Algebra I,,Lecture,8/29/18,MW,14:00 - 15:15,Rood Hall,3307,Richter,25
Main,MATH6400,45745,100,Graph Theory I,,Lecture,8/29/18,MTRF,10:00 - 10:50,Everette Tower,6620,Zhang,25
Main,MATH6540,45833,100,Topics - Sec Sch Math Curr,,Seminar or Studio,8/29/18,W,17:30 - 20:00,Rood Hall,3391,Davis,15
Main,MATH6580,46112,100,Psy Of Learning Mathematics,,Lecture,8/29/18,R,14:00 - 16:30,Everette Tower,4403,Levin,15
Main,MATH6780,45746,100,Intro to Functional Analysis,,Lecture,8/29/18,MWF,09:00 - 09:50,Everette Tower,6620,Pence,25
Main,MATH6880,40472,100,Research Tools In Math Sci,,Supervision or Practicum,8/29/18,,,,,Zhang,5
Main,MATH6900,42083,100,Seminar In Applied Math,,Supervision or Practicum,8/29/18,F,11:00 - 11:50,Rood Hall,2209,Treiman,10
Main,MATH6920,43426,105,Seminar In Topology,,Supervision or Practicum,8/29/18,R,13:00 - 13:50,,,Strom,10
Main,MATH6930,42084,100,Seminar In Algebra,,Supervision or Practicum,8/29/18,M,15:00 - 15:50,Rood Hall,2211,Ealy,10
Main,MATH6940,43235,105,Seminar In Graph Theory,,Supervision or Practicum,8/29/18,R,14:00 - 14:50,Everette Tower,6625,Bennett,10
Main,MATH6950,45834,100,Seminar In Math Ed,,Supervision or Practicum,8/29/18,T,11:00 - 12:15,Contact Dept for Location,0,Levin,15
Main,MATH6970,42085,100,Seminar In Analysis,,Supervision or Practicum,8/29/18,F,11:00 - 11:50,Sangren Hall,4130,Treiman,10
Main,MATH6990,41942,100,Affine Algebraic Geometry,,Independent Study,8/29/18,,,,,,5
Main,MATH6990,41943,105,Graph Labellings 1,,Independent Study,8/29/18,,,,,Zhang,3
Main,MATH6990,40473,110,Reading & Research,,Independent Study,8/29/18,,,,,Bennett,3
Main,MATH6990,42107,115,Reading & Research,,Independent Study,8/29/18,,,,,Zhang,3
Main,MATH6990,42389,120,Studies in Profinite Groups,,Independent Study,8/29/18,,,,,Ealy,3
Main,MATH6990,42551,125,Readings in Learning Theory,,Independent Study,8/29/18,,,,,Levin,3
Main,MATH6990,42552,130,Reading & Research,,Independent Study,8/29/18,,,,,Browning,2
Main,MATH6990,42553,135,Reading & Research,,Independent Study,8/29/18,,,,,Lo,1
Main,MATH6990,42554,140,Reading & Research,,Independent Study,8/29/18,,,,,Zhang,3
Main,MATH6990,42611,145,Chromatics Graph Theory,,Independent Study,8/29/18,,,,,Zhang,1
Main,MATH6990,44708,150,Mathematical Modeling I,,Independent Study,8/29/18,,,,,Koelling,1
Main,MATH6990,44709,155,Multi-Stage Stochast Prog,,Independent Study,8/29/18,,,,,Ledyaev,1
Main,MATH6990,44710,160,Reading & Research,,Independent Study,8/29/18,,,,,,1
Main,MATH6990,44715,165,Reading & Research,,Independent Study,8/29/18,,,,,,1
Main,MATH6990,44716,170,Reading & Research,,Independent Study,8/29/18,,,,,,1
Main,MATH6990,44717,175,Reading & Research,,Independent Study,8/29/18,,,,,,1
Main,MATH7120,41941,100,Prof Field Exper,,Supervision or Practicum,8/29/18,,,,,Mingus,2
Main,MATH7300,41940,100,Doctoral Dissertation,,Supervision or Practicum,8/29/18,,,,,Zhang,3
Main,MATH7300,41939,105,Doctoral Dissertation,,Supervision or Practicum,8/29/18,,,,,Zhang,3
Main,MATH7300,40474,110,Doctoral Dissertation,,Supervision or Practicum,8/29/18,,,,,Ziebarth,3
Main,MATH7300,42094,115,Doctoral Dissertation,,Supervision or Practicum,8/29/18,,,,,Zhang,3
Main,MATH7300,46459,120,Doctoral Dissertation,,Supervision or Practicum,8/29/18,,,,,Zhu,1
Main,MATH7300,42870,125,Doctoral Dissertation,,Supervision or Practicum,8/29/18,,,,,Wood,2
Main,MATH7300,42871,130,Doctoral Dissertation,,Supervision or Practicum,8/29/18,,,,,Levin,2
Main,MATH7300,42872,135,Doctoral Dissertation,,Supervision or Practicum,8/29/18,,,,,Freudenburg,2
Main,MATH7300,42873,140,Doctoral Dissertation,,Supervision or Practicum,8/29/18,,,,,Mackey,2
Main,MATH7300,43497,145,Doctoral Dissertation,,Supervision or Practicum,8/29/18,,,,,Strom,2
Main,MATH7300,43498,150,Doctoral Dissertation,,Supervision or Practicum,8/29/18,,,,,,2
Main,MATH7300,43499,155,Doctoral Dissertation,,Supervision or Practicum,8/29/18,,,,,,2
Main,MATH7300,43500,160,Doctoral Dissertation,,Supervision or Practicum,8/29/18,,,,,,2
Main,MATH7300,45604,165,Doctoral Dissertation,,Supervision or Practicum,8/29/18,,,,,,1
Main,MATH7300,45605,170,Doctoral Dissertation,,Supervision or Practicum,8/29/18,,,,,,1
Main,MATH7300,46458,175,Doctoral Dissertation,,Supervision or Practicum,8/29/18,,,,,,1
Main,MATH7350,41938,100,Grad Research-Doctoral,,Supervision or Practicum,8/29/18,,,,,Richter,3
Main,MATH7350,46649,110,Grad Research-Doctoral,,Supervision or Practicum,8/29/18,,,,,Zhang,1
Main,PHYS1030,43295,100,Sky And Solar System Lab,,Lab or Discussion,8/29/18,R,13:00 - 14:50,Rood Hall,2240,Jayathissa,24
Main,PHYS1030,43297,105,Sky And Solar System Lab,,Lab or Discussion,8/29/18,R,15:00 - 16:50,Rood Hall,2240,Jayathissa,24
Main,PHYS1030,43296,110,Sky And Solar System Lab,,Lab or Discussion,8/29/18,W,13:00 - 14:50,Rood Hall,2240,Vaghefi Esfidani,24
Main,PHYS1030,40156,115,Sky And Solar System Lab,,Lab or Discussion,8/29/18,T,15:00 - 16:50,Rood Hall,2240,Vaghefi Esfidani,24
Main,PHYS1040,40157,100,Intro To Sky And Solar System,,Lecture,8/29/18,TR,11:00 - 12:15,Rood Hall,1104,Paulius,120
Main,PHYS1070,40158,100,Elementary Physics,,Lecture,8/29/18,MTWR,10:00 - 10:50,Rood Hall,1104,Balachandran,125
Main,PHYS1070,40158,100,Elementary Physics,,Lecture,8/29/18,R,17:00 - 17:50,Rood Hall,1104,Balachandran,125
Main,PHYS1080,40159,105,Elementary Phys Lab,,Lab or Discussion,8/29/18,T,08:00 - 09:50,Rood Hall,2246,Barger,24
Main,PHYS1080,40160,110,Elementary Phys Lab,,Lab or Discussion,8/29/18,W,08:00 - 09:50,Rood Hall,2246,Medlock,24
Main,PHYS1080,40162,115,Elementary Phys Lab,,Lab or Discussion,8/29/18,R,08:00 - 09:50,Rood Hall,2246,Hlatshwayo,24
Main,PHYS1080,40163,125,Elementary Phys Lab,,Lab or Discussion,8/29/18,W,14:00 - 15:50,Rood Hall,2246,Hlatshwayo,24
Main,PHYS1080,40161,130,Elementary Phys Lab,,Lab or Discussion,8/29/18,T,15:00 - 16:50,Rood Hall,2246,Barger,24
Main,PHYS1130,40164,100,General Physics I,,Lecture,8/29/18,MTWRF,09:00 - 09:50,Rood Hall,1110,Ryan,75
Main,PHYS1130,40165,105,General Physics I,,Lecture,8/29/18,MTWRF,15:00 - 15:50,Rood Hall,1110,Ryan,75
Main,PHYS1140,40167,115,General Phys I Lab,,Lab or Discussion,8/29/18,R,13:00 - 14:50,Rood Hall,2202,Cook,24
Main,PHYS1140,40168,120,General Phys I Lab,,Lab or Discussion,8/29/18,T,13:00 - 14:50,Rood Hall,2202,Usman,24
Main,PHYS1140,40169,125,General Phys I Lab,,Lab or Discussion,8/29/18,W,13:00 - 14:50,Rood Hall,2202,Fiaz,24
Main,PHYS1140,43534,130,General Phys I Lab,,Lab or Discussion,8/29/18,T,16:00 - 17:50,Rood Hall,2202,Usman,24
Main,PHYS1140,40166,135,General Phys I Lab,,Lab or Discussion,8/29/18,W,16:00 - 17:50,Rood Hall,2202,Fiaz,24
Main,PHYS1150,40170,100,General Physics II,,Lecture,8/29/18,MTWRF,14:00 - 14:50,Rood Hall,1110,Hoffmann,75
Main,PHYS1160,40172,105,General Phys II Lab,,Lab or Discussion,8/29/18,R,11:00 - 12:50,Rood Hall,2204,Cook,24
Main,PHYS1160,40173,110,General Phys II Lab,,Lab or Discussion,8/29/18,T,15:00 - 16:50,Rood Hall,2204,Iqbal,24
Main,PHYS1160,40171,115,General Phys II Lab,,Lab or Discussion,8/29/18,W,15:00 - 16:50,Rood Hall,2204,Shabani Nezhad Navrood,24
Main,PHYS1800,43104,M85,Physics: Inquiry and Insights,,Lab or Discussion,8/29/18,TR,13:00 - 15:20,Wood Hall,1413,Khan,24
Main,PHYS1800,43158,M86,Physics: Inquiry and Insights,,Lab or Discussion,8/29/18,TR,09:00 - 11:20,Wood Hall,1413,Khan,24
Main,PHYS1905,44499,100,The Universe of Physics,,Seminar or Studio,8/29/18,F,15:00 - 15:50,Rood Hall,3395,Famiano,35
Main,PHYS2050,44403,100,University Physics I,,Lecture,8/29/18,MWF,09:00 - 09:50,Rood Hall,1104,Famiano,75
Main,PHYS2050,44403,100,University Physics I,,Lecture,8/29/18,T,18:00 - 18:50,Rood Hall,1104,Famiano,75
Main,PHYS2050,44404,105,University Physics I,,Lecture,8/29/18,MWF,11:00 - 11:50,Rood Hall,1104,Famiano,75
Main,PHYS2050,44404,105,University Physics I,,Lecture,8/29/18,T,18:00 - 18:50,Rood Hall,1104,Famiano,75
Main,PHYS2050,44405,110,University Physics I,,Lecture,8/29/18,MWF,14:00 - 14:50,Rood Hall,1104,Gorczyca,75
Main,PHYS2050,44405,110,University Physics I,,Lecture,8/29/18,T,18:00 - 18:50,Rood Hall,1110,Gorczyca,75
Main,PHYS2060,40375,100,University Physics I Lab,,Lab or Discussion,8/29/18,T,08:00 - 09:50,Rood Hall,2250,Leitzke,24
Main,PHYS2060,42739,105,University Physics I Lab,,Lab or Discussion,8/29/18,R,10:00 - 11:50,Rood Hall,2250,Guerin,24
Main,PHYS2060,40376,110,University Physics I Lab,,Lab or Discussion,8/29/18,T,12:00 - 13:50,Rood Hall,2250,Guerin,24
Main,PHYS2060,40377,115,University Physics I Lab,,Lab or Discussion,8/29/18,W,12:00 - 13:50,Rood Hall,2250,Leitzke,24
Main,PHYS2060,40378,120,University Physics I Lab,,Lab or Discussion,8/29/18,R,12:00 - 13:50,Rood Hall,2250,Sachmpazidi,24
Main,PHYS2060,40379,125,University Physics I Lab,,Lab or Discussion,8/29/18,T,15:00 - 16:50,Rood Hall,2250,Bhatt,24
Main,PHYS2060,40380,130,University Physics I Lab,,Lab or Discussion,8/29/18,W,15:00 - 16:50,Rood Hall,2250,Medlock,24
Main,PHYS2060,43089,135,University Physics I Lab,,Lab or Discussion,8/29/18,R,15:00 - 16:50,Rood Hall,2250,Bhatt,24
Main,PHYS2070,42108,100,University Physics II,,Lecture,8/29/18,MTWR,11:00 - 11:50,Rood Hall,1110,Mcgurn,75
Main,PHYS2070,42108,100,University Physics II,,Lecture,8/29/18,R,19:30 - 20:20,Rood Hall,1110,Mcgurn,75
Main,PHYS2070,42109,105,University Physics II,,Lecture,8/29/18,MTWR,13:00 - 13:50,Rood Hall,1110,Rosenthal,75
Main,PHYS2070,42109,105,University Physics II,,Lecture,8/29/18,R,19:30 - 20:20,Rood Hall,1104,Rosenthal,75
Main,PHYS2080,40382,100,University Physics II Lab,,Lab or Discussion,8/29/18,T,08:00 - 09:50,Rood Hall,2248,Weerarathne,24
Main,PHYS2080,40384,105,University Physics II Lab,,Lab or Discussion,8/29/18,R,08:00 - 09:50,Rood Hall,2248,Kauchha,24
Main,PHYS2080,40383,110,University Physics II Lab,,Lab or Discussion,8/29/18,W,09:00 - 10:50,Rood Hall,2248,Niraula,24
Main,PHYS2080,40386,115,University Physics II Lab,,Lab or Discussion,8/29/18,W,14:00 - 15:50,Rood Hall,2248,Niraula,24
Main,PHYS2080,40385,120,University Physics II Lab,,Lab or Discussion,8/29/18,T,16:00 - 17:50,Rood Hall,2248,Weerarathne,24
Main,PHYS2080,40387,125,University Physics II Lab,,Lab or Discussion,8/29/18,R,16:00 - 17:50,Rood Hall,2248,Kauchha,24
Main,PHYS2500,44491,100,Waves and Optics,,Lecture/Lab/Discussion,8/29/18,TR,13:00 - 14:30,Rood Hall,2242,Schuster,18
Main,PHYS2500,44491,100,Waves and Optics,,Lecture/Lab/Discussion,8/29/18,M,13:00 - 13:50,Rood Hall,2242,Schuster,18
Main,PHYS3090,40388,100,Intro Modern Physics,,Lecture,8/29/18,MTRF,12:00 - 12:50,Rood Hall,3391,Gorczyca,35
Main,PHYS3100,40389,100,Intro Modern Physics Lab,,Lab or Discussion,8/29/18,T,09:00 - 11:50,Rood Hall,2208,Sadaula,15
Main,PHYS3100,40390,110,Intro Modern Physics Lab,,Lab or Discussion,8/29/18,W,15:00 - 17:50,Rood Hall,2208,Sadaula,15
Main,PHYS3300,40475,100,Thermodynamics,,Lecture,8/29/18,TR,15:30 - 16:45,Rood Hall,2209,Paulius,16
Main,PHYS4220,45965,100,Teaching & Learning of Physics,,Lecture/Lab/Discussion,8/29/18,T,16:00 - 19:20,Rood Hall,2242,Mirakovits,18
Main,PHYS4220,45965,100,Teaching & Learning of Physics,,Lecture/Lab/Discussion,8/29/18,F,16:00 - 17:40,Rood Hall,2242,Mirakovits,18
Main,PHYS4400,45961,100,Electromagnetism,,Lecture,8/29/18,MTRF,13:00 - 13:50,Rood Hall,2211,Burns,16
Main,PHYS4600,45960,100,Quantum Mechanics,,Lecture,8/29/18,MWF,11:00 - 11:50,Rood Hall,2211,Bautista,16
Main,PHYS4980,40477,105,Special Problems,,Independent Study,8/29/18,,,,,Bautista,1
Main,PHYS4980,43868,110,Special Problems,,Independent Study,8/29/18,,,,,,1
Main,PHYS5980,40478,105,Selected Topics,,Independent Study,8/29/18,,,,,Burns,1
Main,PHYS5980,40479,115,Selected Topics,,Independent Study,8/29/18,,,,,Famiano,1
Main,PHYS6010,43514,100,Intro to Current Physics Rsch,,Lab or Discussion,8/29/18,,,,,,1
Main,PHYS6010,43869,105,Intro to Current Physics Rsch,,Lab or Discussion,8/29/18,,,,,,1
Main,PHYS6150,40480,100,Mathematical Physics,,Lecture,8/29/18,MWF,09:00 - 09:50,Rood Hall,2211,Mcgurn,10
Main,PHYS6200,44492,100,Computational Physics,,Lecture,8/29/18,MF,15:00 - 15:50,Rood Hall,2240,Rosenthal,10
Main,PHYS6230,41291,100,Quantum Mechanics II,,Lecture,8/29/18,TR,10:00 - 11:15,Rood Hall,2211,Litvinova,10
Main,PHYS6300,40481,100,Classical Mechanics,,Lecture,8/29/18,MWF,10:00 - 10:50,Rood Hall,2211,Rosenthal,10
Main,PHYS6630,41297,100,Electricity & Magnetism II,,Lecture,8/29/18,TR,14:00 - 15:15,Rood Hall,2211,Chung,10
Main,PHYS6800,46695,100,Research In Atomic Physics,,Supervision or Practicum,8/29/18,,,,,Bautista,1
Main,PHYS6810,43516,100,Research In Nuclear Physics,,Supervision or Practicum,8/29/18,,,,,Litvinova,1
Main,PHYS6810,44641,105,Research In Nuclear Physics,,Supervision or Practicum,8/29/18,,,,,Famiano,1
Main,PHYS6810,45966,110,Research In Nuclear Physics,,Supervision or Practicum,8/29/18,,,,,,2
Main,PHYS6820,43517,100,Research In Condensed Matter,,Supervision or Practicum,8/29/18,,,,,Burns,1
Main,PHYS6820,44132,105,Research In Condensed Matter,,Supervision or Practicum,8/29/18,,,,,Chung,1
Main,PHYS7000,40482,100,Masters Thesis,,Independent Study,8/29/18,,,,,Schuster,1
Main,PHYS7300,40483,100,Doctoral Dissertation,,Independent Study,8/29/18,,,,,Kayani,4
Main,PHYS7300,40484,105,Doctoral Dissertation,,Independent Study,8/29/18,,,,,Famiano,1
Main,PHYS7300,40485,110,Doctoral Dissertation,,Independent Study,8/29/18,,,,,Litvinova,1
Main,PHYS7300,40486,115,Doctoral Dissertation,,Independent Study,8/29/18,,,,,Burns,1
Main,PHYS7300,40487,120,Doctoral Dissertation,,Independent Study,8/29/18,,,,,Guda,1
Main,PHYS7300,40488,125,Doctoral Dissertation,,Independent Study,8/29/18,,,,,Tanis,1
Main,PHYS7300,42095,130,Doctoral Dissertation,,Independent Study,8/29/18,,,,,Chajecki,1
Main,STAT1600,43420,100,Statistics And Data Analysis,,Lecture,8/29/18,TR,11:00 - 12:15,Sangren Hall,3130,Gu,35
Main,STAT1600,41407,105,Statistics And Data Analysis,,Lecture,8/29/18,MW,14:00 - 15:15,Dunbar Hall,4202,Kapenga,35
Main,STAT1600,42800,110,Statistics And Data Analysis,,Lecture,8/29/18,TR,09:30 - 10:45,Sangren Hall,3310,Vitancol,35
Main,STAT1600,46084,115,Statistics And Data Analysis,,Lecture,8/29/18,TR,11:00 - 12:15,Rood Hall,1118,Oliver,35
Main,STAT1600,42869,120,Statistics And Data Analysis,,Lecture,8/29/18,TR,12:30 - 13:45,Sangren Hall,1720,Yang,35
Main,STAT1600,46085,125,Statistics And Data Analysis,,Lecture,8/29/18,TR,14:00 - 15:15,Sangren Hall,1720,Vitancol,35
Main,STAT1600,45487,130,Statistics And Data Analysis,,Lecture,8/29/18,TR,12:30 - 13:45,Sangren Hall,2130,Talafha,35
Main,STAT1600,46088,135,Statistics And Data Analysis,,Lecture,8/29/18,TR,09:30 - 10:45,Sangren Hall,2110,Desravines,35
Main,STAT1600,45498,140,Statistics And Data Analysis,,Lecture,8/29/18,MW,14:00 - 15:15,Sangren Hall,2120,Quartey,35
Main,STAT1600,46480,145,Statistics And Data Analysis,,Lecture,8/29/18,MW,17:00 - 18:15,Dunbar Hall,3204,Kapenga,35
Main,STAT1600,46493,150,Statistics And Data Analysis,,Lecture,8/29/18,TR,14:00 - 15:15,Dunbar Hall,3216,Hall,35
Main,STAT2160,43613,105,Business Statistics,,Lecture,8/29/18,MWF,09:00 - 09:50,Dunbar Hall,3202,Pettengill,33
Main,STAT2160,41424,125,Business Statistics,,Lecture,8/29/18,MWF,08:00 - 08:50,Sangren Hall,1720,Andrews,33
Main,STAT2160,41422,130,Business Statistics,,Lecture,8/29/18,MWF,09:00 - 09:50,Sangren Hall,1320,Andrews,33
Main,STAT2160,42303,137,Business Statistics,,Lecture,8/29/18,MWF,10:00 - 10:50,Dunbar Hall,3208,Zhu,33
Main,STAT2160,41428,160,Business Statistics,,Lecture,8/29/18,MWF,10:00 - 10:50,Dunbar Hall,3206,Murphy,33
Main,STAT2160,42304,187,Business Statistics,,Lecture,8/29/18,MWF,12:00 - 12:50,Dunbar Hall,3206,Hwang,33
Main,STAT2160,42305,188,Business Statistics,,Lecture,8/29/18,MWF,12:00 - 12:50,Dunbar Hall,3202,Hall,33
Main,STAT2160,41433,195,Business Statistics,,Lecture,8/29/18,MWF,13:00 - 13:50,Dunbar Hall,3206,Hall,33
Main,STAT2160,41436,215,Business Statistics,,Lecture,8/29/18,MWF,14:00 - 14:50,Sangren Hall,2720,Hwang,33
Main,STAT2600,43675,100,Data Analysis Using R,,Lecture/Lab/Discussion,8/29/18,MW,16:00 - 17:40,Rood Hall,3396,Lee,35
Main,STAT2600,43612,105,Data Analysis Using R,,Lecture,8/29/18,TR,12:00 - 13:40,Rood Hall,3396,Le,25
Main,STAT3620,41442,100,Probability,,Lecture,8/29/18,TR,10:00 - 11:40,Sangren Hall,4560,Terpstra,30
Main,STAT3640,43427,105,Foundations of Data Analysis,,Lecture,8/29/18,MW,12:30 - 13:45,Dunbar Hall,3208,Heun,30
Main,STAT3660,45286,100,Data Analysis Biosciences-HC,,Lecture,8/29/18,TR,14:00 - 15:40,Dunbar Hall,2204,McKean,25
Main,STAT3660,41445,105,Data Analysis for Biosciences,,Lecture,8/29/18,MW,16:00 - 17:40,Sangren Hall,2720,Palliyage,35
Main,STAT3660,42852,110,Data Analysis for Biosciences,,Lecture,8/29/18,MW,18:00 - 19:40,Dunbar Hall,3206,Lang,35
Main,STAT3660,42138,115,Data Analysis for Biosciences,,Lecture,8/29/18,MW,10:00 - 11:40,Dunbar Hall,3210,Billian,35
Main,STAT3660,43416,120,Data Analysis for Biosciences,,Lecture,8/29/18,TR,10:00 - 11:40,Sangren Hall,2730,McKean,35
Main,STAT3660,46086,125,Data Analysis for Biosciences,,Lecture,8/29/18,TR,14:00 - 15:40,Sangren Hall,2110,Billian,35
Main,STAT3660,46087,130,Data Analysis for Biosciences,,Lecture,8/29/18,MW,10:00 - 11:40,Rood Hall,2271,Alcantara,35
Main,STAT3660,46089,135,Data Analysis for Biosciences,,Lecture,8/29/18,MW,16:00 - 17:40,Rood Hall,2271,Lang,35
Main,STAT4640,43415,100,Intro Statistical Computing,,Lecture,8/29/18,,,Online and Face-to-Face,CLASS,Onicescu,35
Main,STAT4640,43415,100,Intro Statistical Computing,,Lecture,8/29/18,T,16:00 - 18:30,Rood Hall,3396,Onicescu,35
Main,STAT5610,45285,100,Appl Multivariate Stat Methd,,Lecture,8/29/18,MWF,10:00 - 10:50,Sangren Hall,4735,Andrews,25
Main,STAT5670,44557,100,Stat Design/Analysis Exper,,Lecture,8/29/18,TR,12:30 - 13:45,Rood Hall,2275,Terpstra,20
Main,STAT5850,44158,100,Applied Data Mining,,Lecture,8/29/18,MW,14:00 - 15:15,Sangren Hall,1320,Lee,40
Main,STAT5990,43244,100,Indp Study In Stat,,Independent Study,8/29/18,,,,,Lee,3
Main,STAT6500,45287,100,Statistical Theory I,,Lecture,8/29/18,TR,16:00 - 17:40,Rood Hall,2275,Kang,25
Main,STAT6620,41491,100,Applied Linear Models,,Lecture,8/29/18,TR,14:00 - 15:15,Sangren Hall,4735,Naranjo,30
Main,STAT6630,46005,100,Linear Models,,Lecture,8/29/18,TR,14:00 - 15:15,Sangren Hall,1320,Mckean,20
Main,STAT6800,41492,100,Sas Programming,,Lecture,8/29/18,M,17:30 - 20:00,Rood Hall,3396,Onicescu,25
Main,STAT6800,41492,100,Sas Programming,,Lecture,8/29/18,,,,,Onicescu,25
